dataHora,ordem,linha,latitude,longitude,velocidade
12-28-2017 14:15:34,C47983,,"-22.952539","-43.34824",0
12-28-2017 14:15:35,C30050,341,"-22.95038","-43.348499",0
12-28-2017 14:15:35,C41211,,"-22.906973","-43.199108",0.19
12-28-2017 14:15:35,C44543,712,"-22.881559","-43.32547",0
12-28-2017 14:15:35,D17027,893,"-22.890539","-43.645119",0
12-28-2017 14:15:39,A48023,415,"-22.941416","-43.252293",21.3
12-28-2017 14:15:39,B32762,399,"-22.90955","-43.20573",17
12-28-2017 14:15:40,A71588,409,"-22.929672","-43.25404",0
12-28-2017 14:15:40,C20150,880,"-23.001667","-43.366997",0.19
12-28-2017 14:15:40,D87025,366,"-22.89957","-43.554829",0
12-28-2017 14:15:43,D17056,841,"-22.89992","-43.554428",0
12-28-2017 14:15:45,D17097,885,"-22.918011","-43.608662",0
12-28-2017 14:15:46,B10045,323,"-22.788908","-43.162102",0
12-28-2017 14:15:47,B25555,249,"-22.91057","-43.227928",59
12-28-2017 14:15:47,C20073,390,"-22.956671","-43.394058",0
12-28-2017 14:15:51,C30121,737,"-22.861919","-43.369511",41
12-28-2017 14:15:52,B31107,,"-22.804581","-43.309731",0
12-28-2017 14:15:55,C20088,390,"-22.92276","-43.282398",1.11
12-28-2017 14:15:57,C44603,721,"-22.83988","-43.282299",0
12-28-2017 14:15:58,A48061,415,"-22.94622","-43.256634",0
12-28-2017 14:15:58,B11719,773,"-22.811258","-43.372398",0
12-28-2017 14:15:58,B44567,638,"-22.91523","-43.262989",28
12-28-2017 14:15:59,A71549,217,"-22.906666","-43.194977",2.78
12-28-2017 14:15:59,B28703,2344,"-22.833389","-43.23885",20
12-28-2017 14:15:59,C47970,,"-22.95248","-43.348209",0
12-28-2017 14:16:00,A29176,472,"-22.89636","-43.24131",0
12-28-2017 14:16:02,D87237,895,"-22.901819","-43.558529",1
12-28-2017 14:16:03,B42647,,"-22.87624","-43.330151",0
12-28-2017 14:16:03,B44563,638,"-22.85372","-43.376308",0
12-28-2017 14:16:04,B27101,629,"-22.817499","-43.30162",0
12-28-2017 14:16:07,B28519,696,"-22.81505","-43.22179",52
12-28-2017 14:16:07,D86168,884,"-22.894615","-43.532177",0.19
12-28-2017 14:16:09,A41070,460,"-22.91181","-43.20977",45
12-28-2017 14:16:09,B27027,639,"-22.817511","-43.30154",0
12-28-2017 14:16:10,B25534,606,"-22.90209","-43.298672",0
12-28-2017 14:16:12,A72157,422,"-22.888718","-43.292755",0
12-28-2017 14:16:12,B32533,946,"-22.806561","-43.364769",15
12-28-2017 14:16:12,D86212,867,"-22.894388","-43.5313",0
12-28-2017 14:16:13,A48091,426,"-22.946199","-43.256695",0.37
12-28-2017 14:16:13,B10072,328,"-22.788832","-43.162216",2
12-28-2017 14:16:14,B32597,,"-22.817619","-43.393242",0
12-28-2017 14:16:14,B32844,945,"-22.83593","-43.39352",21
12-28-2017 14:16:15,A72128,422,"-22.888697","-43.292797",0
12-28-2017 14:16:15,B73088,350,"-22.89926","-43.177292",10
12-28-2017 14:16:15,C13081,745,"-22.893629","-43.473492",0
12-28-2017 14:16:15,C47972,,"-22.952761","-43.348469",0
12-28-2017 14:16:16,B10149,327,"-22.814798","-43.187183",0
12-28-2017 14:16:17,D87868,2336,"-22.91748","-43.629452",16
12-28-2017 14:16:19,C47821,692,"-22.901819","-43.275532",0
12-28-2017 14:16:21,B31019,,"-22.80447","-43.31012",0
12-28-2017 14:16:21,C20238,611,"-22.969692","-43.413658",5.93
12-28-2017 14:16:22,B28728,2343,"-22.81575","-43.188339",0
12-28-2017 14:16:23,B11568,362,"-22.838362","-43.362766",0.93
12-28-2017 14:16:24,B31117,497,"-22.83683","-43.283859",0
12-28-2017 14:16:24,C20063,601,"-22.922358","-43.28294",36.67
12-28-2017 14:16:29,B58111,313,"-22.90979","-43.206509",16
12-28-2017 14:16:29,D13062,812,"-22.87612","-43.419361",0
12-28-2017 14:16:31,B25595,232,"-22.914789","-43.26329",43
12-28-2017 14:16:31,C82587,651,"-22.899858","-43.280556",0
12-28-2017 14:16:32,A71556,409,"-22.929729","-43.254108",0
12-28-2017 14:16:33,B11593,778,"-22.805723","-43.362953",8.15
12-28-2017 14:16:33,C42514,,"-22.87682","-43.330212",0
12-28-2017 14:16:34,B42585,,"-22.876221","-43.330059",0
12-28-2017 14:16:34,C47922,2114,"-22.90424","-43.17477",0
12-28-2017 14:16:34,C82513,652,"-22.899817","-43.28051",0
12-28-2017 14:16:35,A27525,102,"-22.920641","-43.25621",0
12-28-2017 14:16:35,C30241,550,"-22.95118","-43.348469",0
12-28-2017 14:16:36,B27137,905,"-22.825279","-43.33197",0
12-28-2017 14:16:36,C20087,900,"-23.00499","-43.318974",0.19
12-28-2017 14:16:39,A41266,112,"-22.901514","-43.207829",0
12-28-2017 14:16:40,C47990,2114,"-22.95228","-43.349281",0
12-28-2017 14:16:40,D86407,838,"-22.903011","-43.555782",0.19
12-28-2017 14:16:41,D13352,743,"-22.88269","-43.460289",0
12-28-2017 14:16:42,A48080,117,"-22.94055","-43.198082",5.37
12-28-2017 14:16:42,B44595,638,"-22.913679","-43.264011",0
12-28-2017 14:16:43,C47965,2114,"-22.951571","-43.348789",0
12-28-2017 14:16:46,A72186,007,"-22.925751","-43.190815",22.59
12-28-2017 14:16:46,B10504,,"-22.86829","-43.257381",0
12-28-2017 14:16:46,D86076,,"-22.903074","-43.555504",0.56
12-28-2017 14:16:47,B10146,327,"-22.825226","-43.2328",67
12-28-2017 14:16:47,B32799,296,"-22.90958","-43.204128",63
12-28-2017 14:16:47,B71078,455,"-22.930111","-43.254417",0
12-28-2017 14:16:48,C47996,2114,"-22.915831","-43.26334",37
12-28-2017 14:16:49,A71598,217,"-22.930117","-43.254631",1.85
12-28-2017 14:16:49,C47568,861,"-22.953251","-43.349701",0
12-28-2017 14:16:49,C82539,363,"-22.902031","-43.280373",15.37
12-28-2017 14:16:50,C12504,2345,"-22.866333","-43.356209",0.37
12-28-2017 14:16:51,B51624,917,"-22.884371","-43.40554",30
12-28-2017 14:16:51,C47597,863,"-22.952709","-43.35043",0
12-28-2017 14:16:52,B32682,265,"-22.881451","-43.25639",42
12-28-2017 14:16:52,C30310,557,"-22.99851","-43.255852",47
12-28-2017 14:16:52,C41417,104,"-22.901459","-43.208221",0
12-28-2017 14:16:53,B25512,606,"-22.902269","-43.2995",0
12-28-2017 14:16:54,D13394,812,"-22.85553","-43.491089",29
12-28-2017 14:16:54,D86791,2332,"-22.893286","-43.532066",0
12-28-2017 14:16:56,A29092,SV474,"-22.98637","-43.19088",0
12-28-2017 14:16:57,A41195,538,"-22.874588","-43.242142",0
12-28-2017 14:16:57,D17115,840,"-22.91202","-43.679279",0
12-28-2017 14:16:59,B71005,247,"-22.888777","-43.292015",4.26
12-28-2017 14:17:00,C27015,940,"-22.84341","-43.25124",0
12-28-2017 14:17:00,C47462,553,"-22.952641","-43.348598",0
12-28-2017 14:17:01,A41317,110,"-22.901808","-43.208092",0.19
12-28-2017 14:17:01,B42674,,"-22.876989","-43.32996",0
12-28-2017 14:17:01,C47944,,"-22.952881","-43.349072",0
12-28-2017 14:17:01,D17068,,"-22.919519","-43.60775",0
12-28-2017 14:17:02,B11511,669,"-22.811432","-43.372478",0
12-28-2017 14:17:03,A72056,422,"-22.940161","-43.199905",1.11
12-28-2017 14:17:03,D53536,393,"-22.883051","-43.46479",33
12-28-2017 14:17:04,C30058,,"-22.95256","-43.350109",0
12-28-2017 14:17:04,C30108,,"-22.95303","-43.350052",0
12-28-2017 14:17:04,C47741,,"-22.95257","-43.348621",0
12-28-2017 14:17:05,C47541,,"-22.952999","-43.349991",0
12-28-2017 14:17:06,C30019,338,"-22.882891","-43.288151",60
12-28-2017 14:17:07,B11587,908,"-22.845514","-43.377609",39.08
12-28-2017 14:17:07,D87450,738,"-22.91855","-43.607479",0
12-28-2017 14:17:08,B28527,326,"-22.79937","-43.1866",12
12-28-2017 14:17:08,D13370,790,"-22.87047","-43.50943",14
12-28-2017 14:17:09,A48110,112,"-22.910456","-43.270714",0
12-28-2017 14:17:09,A55042,436,"-22.91539","-43.250679",0
12-28-2017 14:17:09,C30131,550,"-22.953051","-43.35014",0
12-28-2017 14:17:10,C47804,863,"-22.95293","-43.350239",0
12-28-2017 14:17:10,D87319,,"-22.917721","-43.60873",0
12-28-2017 14:17:11,A29073,SV474,"-22.975771","-43.19009",27
12-28-2017 14:17:11,B32692,342,"-22.810829","-43.32967",0
12-28-2017 14:17:11,C47916,2114,"-22.952641","-43.348289",0
12-28-2017 14:17:12,A29143,209,"-22.91256","-43.20528",18
12-28-2017 14:17:12,B27147,SVB905,"-22.825069","-43.331772",0
12-28-2017 14:17:12,C51590,371,"-22.889021","-43.249168",56
12-28-2017 14:17:12,D86397,864,"-22.902452","-43.54879",0.56
12-28-2017 14:17:13,B42651,650,"-22.860189","-43.37151",0
12-28-2017 14:17:14,A48041,539,"-22.910351","-43.269627",0
12-28-2017 14:17:14,C47979,,"-22.952801","-43.34837",0
12-28-2017 14:17:15,C47924,2114,"-22.932329","-43.349388",0
12-28-2017 14:17:16,B32698,384,"-22.817631","-43.306969",0
12-28-2017 14:17:17,C30146,343,"-22.95117","-43.348381",0
12-28-2017 14:17:17,C42635,,"-22.87623","-43.329819",0
12-28-2017 14:17:19,D87750,2336,"-22.89957","-43.554111",0
12-28-2017 14:17:22,C27029,774,"-22.807819","-43.304981",34
12-28-2017 14:17:22,C30212,550,"-22.950371","-43.347961",0
12-28-2017 14:17:22,C47596,,"-22.951691","-43.348598",0
12-28-2017 14:17:23,C30117,,"-22.952881","-43.34877",5
12-28-2017 14:17:23,C47699,,"-22.95245","-43.348389",0
12-28-2017 14:17:23,D17116,840,"-22.907909","-43.590611",22
12-28-2017 14:17:26,C20218,611,"-22.969791","-43.413677",0
12-28-2017 14:17:26,C30138,341,"-22.94978","-43.348431",0
12-28-2017 14:17:26,C47515,554,"-22.95326","-43.350689",0
12-28-2017 14:17:26,C47637,863,"-22.955139","-43.338902",7
12-28-2017 14:17:26,C47985,,"-22.952351","-43.348438",0
12-28-2017 14:17:26,C82588,,"-22.923956","-43.374481",0
12-28-2017 14:17:27,B32565,2305,"-22.908529","-43.173531",0
12-28-2017 14:17:27,B32596,779,"-22.85882","-43.387981",0
12-28-2017 14:17:27,C47490,361,"-22.92251","-43.332661",54
12-28-2017 14:17:28,A71594,100,"-22.941036","-43.170689",72.23
12-28-2017 14:17:28,B32562,795,"-22.80654","-43.367828",0
12-28-2017 14:17:29,B10024,634,"-22.889103","-43.244656",0
12-28-2017 14:17:29,C47560,862,"-22.95705","-43.33654",0
12-28-2017 14:17:31,B10058,901,"-22.868523","-43.254814",0.19
12-28-2017 14:17:31,C47756,862,"-22.996771","-43.320141",45
12-28-2017 14:17:33,D13351,,"-22.87624","-43.419392",0
12-28-2017 14:17:34,B32577,265,"-22.85778","-43.3713",0
12-28-2017 14:17:34,D53649,393,"-22.878559","-43.429501",40
12-28-2017 14:17:35,B63079,920,"-22.829889","-43.365311",36
12-28-2017 14:17:36,B28620,696,"-22.800011","-43.197361",4
12-28-2017 14:17:36,B44577,SVA685,"-22.87079","-43.337872",3
12-28-2017 14:17:36,C27167,940,"-22.869209","-43.33514",0
12-28-2017 14:17:37,B10124,323,"-22.788984","-43.162006",0
12-28-2017 14:17:38,D53669,SR397,"-22.8762","-43.2425",6
12-28-2017 14:17:39,B10027,634,"-22.926853","-43.23407",0
12-28-2017 14:17:39,D53913,2310,"-22.88348","-43.49651",0
12-28-2017 14:17:40,B11702,908,"-22.869032","-43.309425",20
12-28-2017 14:17:41,C82560,363,"-22.859529","-43.371063",0
12-28-2017 14:17:41,D86206,837,"-22.902929","-43.555607",0
12-28-2017 14:17:42,A48111,213,"-22.932289","-43.247257",0.74
12-28-2017 14:17:42,A71501,409,"-22.945833","-43.182468",0.19
12-28-2017 14:17:43,A41196,106,"-22.830616","-43.32666",0
12-28-2017 14:17:43,C27195,SV774,"-22.837891","-43.324612",52
12-28-2017 14:17:43,C42624,667,"-22.899561","-43.280701",0
12-28-2017 14:17:43,C47539,,"-22.952141","-43.348412",0
12-28-2017 14:17:44,C50037,301,"-22.901747","-43.20813",0
12-28-2017 14:17:45,B10191,323,"-22.78875","-43.162289",0
12-28-2017 14:17:45,B10539,680,"-22.90308","-43.27869",16
12-28-2017 14:17:46,A41145,,"-22.874104","-43.241703",0.37
12-28-2017 14:17:46,C47751,,"-22.953341","-43.349628",0
12-28-2017 14:17:48,A41379,109,"-22.874689","-43.241615",0
12-28-2017 14:17:48,B25594,249,"-22.903179","-43.302818",0
12-28-2017 14:17:49,A37503,,"-22.90205","-43.197311",0
12-28-2017 14:17:49,A41073,105,"-22.906204","-43.198997",0
12-28-2017 14:17:50,A27613,,"-22.920271","-43.256512",0
12-28-2017 14:17:50,B32828,386,"-22.91305","-43.178879",0
12-28-2017 14:17:51,C47695,,"-22.952801","-43.350121",0
12-28-2017 14:17:51,C82661,363,"-22.858114","-43.371094",0
12-28-2017 14:17:52,B32556,,"-22.81661","-43.39426",0
12-28-2017 14:17:52,D17034,833,"-22.87376","-43.627819",0
12-28-2017 14:17:53,A41274,104,"-22.951492","-43.179646",57.23
12-28-2017 14:17:53,C41362,471,"-22.874729","-43.241558",0.37
12-28-2017 14:17:53,C47610,348,"-22.903641","-43.210331",51
12-28-2017 14:17:54,B10508,680,"-22.87142","-43.25914",0
12-28-2017 14:17:56,A41090,109,"-22.997114","-43.237366",47.41
12-28-2017 14:17:56,C30041,,"-22.952921","-43.349991",0
12-28-2017 14:17:56,D53701,819,"-22.843611","-43.467609",0
12-28-2017 14:17:58,A48128,426,"-22.940479","-43.182686",18.15
12-28-2017 14:17:58,B11553,908,"-22.873554","-43.279186",38.52
12-28-2017 14:18:00,B25544,606,"-22.915461","-43.262859",30
12-28-2017 14:18:00,B28565,,"-22.815639","-43.188251",0
12-28-2017 14:18:00,B42559,277,"-22.85997","-43.35487",0
12-28-2017 14:18:00,C20158,SV390,"-22.885303","-43.228016",1.67
12-28-2017 14:18:00,C41093,315,"-22.904697","-43.191887",617.09
12-28-2017 14:18:01,C12510,2345,"-22.905718","-43.18264",5
12-28-2017 14:18:02,A48056,112,"-22.902739","-43.206486",0.19
12-28-2017 14:18:02,A72102,006,"-22.922487","-43.187862",3.7
12-28-2017 14:18:02,B42620,,"-22.87661","-43.330181",0
12-28-2017 14:18:04,B11618,362,"-22.908968","-43.171478",0.37
12-28-2017 14:18:04,C20157,601,"-22.958031","-43.346142",0
12-28-2017 14:18:04,C44615,712,"-22.823299","-43.324421",21
12-28-2017 14:18:05,C30230,,"-22.926929","-43.31596",37
12-28-2017 14:18:06,A41074,462,"-22.909483","-43.228111",0
12-28-2017 14:18:06,B32567,342,"-22.908609","-43.178101",23
12-28-2017 14:18:06,B32711,2305,"-22.903761","-43.185749",32
12-28-2017 14:18:06,C30337,565,"-22.951481","-43.34832",0
12-28-2017 14:18:07,B25588,606,"-22.9153","-43.262989",34
12-28-2017 14:18:07,B27143,SVB905,"-22.82942","-43.288288",0
12-28-2017 14:18:08,C30043,565,"-22.950439","-43.34845",0
12-28-2017 14:18:08,C47987,2114,"-22.952061","-43.34927",28
12-28-2017 14:18:09,A27620,,"-22.921141","-43.25621",0
12-28-2017 14:18:09,A72133,422,"-22.888853","-43.292553",0
12-28-2017 14:18:09,B11520,378,"-22.838995","-43.367115",47.78
12-28-2017 14:18:09,B11600,908,"-22.846952","-43.378822",0.37
12-28-2017 14:18:09,C30360,,"-22.932619","-43.330551",40
12-28-2017 14:18:10,B10144,327,"-22.910355","-43.206448",58
12-28-2017 14:18:10,C30244,,"-22.943821","-43.394951",31
12-28-2017 14:18:10,D13264,777,"-22.86853","-43.40786",50
12-28-2017 14:18:11,C20032,390,"-22.931095","-43.378246",38.34
12-28-2017 14:18:12,B32633,944,"-22.80645","-43.36491",0
12-28-2017 14:18:13,B32707,298,"-22.826599","-43.349609",0
12-28-2017 14:18:13,D13220,803,"-22.875629","-43.46925",46
12-28-2017 14:18:13,D87712,2336,"-22.845791","-43.24823",18
12-28-2017 14:18:14,C30160,550,"-22.950451","-43.348438",0
12-28-2017 14:18:14,D53751,397,"-22.880619","-43.479321",61
12-28-2017 14:18:15,A71534,100,"-22.923315","-43.171272",73.34
12-28-2017 14:18:16,D53663,396,"-22.87693","-43.47295",20
12-28-2017 14:18:16,D86321,802,"-22.902916","-43.555668",0
12-28-2017 14:18:17,C47957,2114,"-22.9526","-43.348549",0
12-28-2017 14:18:17,C82618,363,"-22.883064","-43.367424",0.56
12-28-2017 14:18:19,A29002,476,"-22.894899","-43.238251",22
12-28-2017 14:18:19,B11605,908,"-22.869551","-43.34906",19.45
12-28-2017 14:18:19,D53588,772,"-22.839899","-43.33876",0
12-28-2017 14:18:20,B11539,773,"-22.812687","-43.372421",30.93
12-28-2017 14:18:20,B25596,SV232,"-22.90189","-43.180679",11
12-28-2017 14:18:20,B63004,919,"-22.86342","-43.239182",9
12-28-2017 14:18:21,D13205,731,"-22.858641","-43.37994",35
12-28-2017 14:18:22,A48145,539,"-22.986242","-43.245152",0
12-28-2017 14:18:22,B10512,630,"-22.90451","-43.242981",27
12-28-2017 14:18:23,A29185,472,"-22.894939","-43.238178",22
12-28-2017 14:18:23,D13372,936,"-22.876089","-43.52647",0
12-28-2017 14:18:24,B32785,399,"-22.892981","-43.216171",59
12-28-2017 14:18:24,D17063,813,"-22.94499","-43.664829",36
12-28-2017 14:18:25,A41003,460,"-22.958241","-43.204418",51.3
12-28-2017 14:18:25,D86384,884,"-22.969685","-43.627651",56.49
12-28-2017 14:18:27,B42558,277,"-22.859949","-43.355061",0
12-28-2017 14:18:28,A29129,461,"-22.909901","-43.221081",0
12-28-2017 14:18:28,D86271,884,"-22.894188","-43.532021",0.74
12-28-2017 14:18:29,A29091,209,"-22.91254","-43.20602",0
12-28-2017 14:18:29,B25601,232,"-22.90991","-43.220959",37
12-28-2017 14:18:29,B44645,SVA685,"-22.90468","-43.2943",6
12-28-2017 14:18:30,A41023,111,"-22.874802","-43.241863",0
12-28-2017 14:18:30,A41369,463,"-22.910521","-43.21085",35.74
12-28-2017 14:18:30,C30127,,"-22.922911","-43.374882",0
12-28-2017 14:18:31,A71517,100,"-22.952246","-43.175678",30.74
12-28-2017 14:18:31,D86746,2803,"-22.995426","-43.594501",39.63
12-28-2017 14:18:32,B28716,2344,"-22.81481","-43.188389",0
12-28-2017 14:18:32,D86756,2381,"-23.000038","-43.633175",0
12-28-2017 14:18:34,A41058,,"-22.900682","-43.200714",6.67
12-28-2017 14:18:35,A41005,460,"-22.941072","-43.202366",55.93
12-28-2017 14:18:35,B82669,711,"-22.83876","-43.350967",0.37
12-28-2017 14:18:35,C30188,565,"-23.010229","-43.309391",20
12-28-2017 14:18:36,A71607,100,"-22.900669","-43.177876",2.59
12-28-2017 14:18:36,B11625,908,"-22.853949","-43.261509",39.45
12-28-2017 14:18:37,A29087,461,"-22.90992","-43.220551",0
12-28-2017 14:18:37,A29175,275,"-22.89616","-43.236931",15
12-28-2017 14:18:37,A41210,460,"-22.857573","-43.244308",0
12-28-2017 14:18:37,C30158,550,"-22.982571","-43.235538",64
12-28-2017 14:18:38,A41316,538,"-22.962286","-43.165283",0
12-28-2017 14:18:38,B32673,793,"-22.808929","-43.369732",27
12-28-2017 14:18:39,B10548,630,"-22.84071","-43.267269",40
12-28-2017 14:18:39,B42663,,"-22.87623","-43.330231",0
12-28-2017 14:18:39,C42654,686,"-22.892851","-43.33527",0
12-28-2017 14:18:39,C47933,2114,"-22.95256","-43.349209",7
12-28-2017 14:18:40,C30349,343,"-22.901369","-43.179981",0
12-28-2017 14:18:40,C47752,,"-22.952881","-43.350121",0
12-28-2017 14:18:40,C47803,863,"-22.95145","-43.348919",0
12-28-2017 14:18:40,C47832,692,"-22.952709","-43.35006",0
12-28-2017 14:18:40,D86140,918,"-22.868328","-43.407543",38.71
12-28-2017 14:18:41,C30021,,"-22.95207","-43.348801",0
12-28-2017 14:18:41,C30222,LECD23,"-22.92828","-43.318119",58
12-28-2017 14:18:42,B32613,342,"-22.81072","-43.329681",0
12-28-2017 14:18:42,C20230,880,"-23.001741","-43.366856",0
12-28-2017 14:18:43,C47713,862,"-22.95224","-43.35001",0
12-28-2017 14:18:43,D17058,,"-22.919649","-43.60788",0
12-28-2017 14:18:43,D86201,864,"-22.876579","-43.46368",5.56
12-28-2017 14:18:44,B42655,,"-22.87674","-43.330158",0
12-28-2017 14:18:44,B55153,292,"-22.865339","-43.296349",0
12-28-2017 14:18:44,B73066,665,"-22.91625","-43.22839",15
12-28-2017 14:18:44,C42537,607,"-22.88203","-43.329578",0
12-28-2017 14:18:44,C47582,,"-22.95594","-43.348511",15
12-28-2017 14:18:44,C51561,371,"-22.90654","-43.194729",30
12-28-2017 14:18:45,B42524,650,"-22.89658","-43.256851",0
12-28-2017 14:18:45,C47984,,"-22.952709","-43.348419",0
12-28-2017 14:18:46,C47670,,"-22.952841","-43.348518",7
12-28-2017 14:18:46,D87344,358,"-22.917009","-43.607651",0
12-28-2017 14:18:47,A41438,415,"-22.9464","-43.256237",0.19
12-28-2017 14:18:47,B11564,362,"-22.817818","-43.286644",9.63
12-28-2017 14:18:47,B58040,679,"-22.888611","-43.26638",25
12-28-2017 14:18:47,B58106,623,"-22.875629","-43.266029",28
12-28-2017 14:18:47,C30326,,"-22.951771","-43.348019",0
12-28-2017 14:18:48,A55028,436,"-22.980539","-43.20863",40
12-28-2017 14:18:48,B11668,669,"-22.885632","-43.299335",16.48
12-28-2017 14:18:48,C20045,601,"-22.917072","-43.386013",7.22
12-28-2017 14:18:49,B32550,615,"-22.86602","-43.30595",24
12-28-2017 14:18:49,C47688,862,"-22.97242","-43.335838",0
12-28-2017 14:18:49,C47851,862,"-22.95245","-43.35017",0
12-28-2017 14:18:49,C47938,,"-22.95236","-43.348461",0
12-28-2017 14:18:49,D13339,383,"-22.876341","-43.419991",0
12-28-2017 14:18:50,C20083,390,"-22.921158","-43.371799",7.41
12-28-2017 14:18:50,C30367,343,"-22.87167","-43.26141",44
12-28-2017 14:18:50,C47849,862,"-22.95269","-43.350052",0
12-28-2017 14:18:51,A41352,309,"-22.963926","-43.217167",0.37
12-28-2017 14:18:51,A48075,201,"-22.914154","-43.195995",20.74
12-28-2017 14:18:53,B31003,,"-22.847891","-43.265518",0
12-28-2017 14:18:53,B42587,254,"-22.86939","-43.341141",0
12-28-2017 14:18:53,C50192,301,"-22.901608","-43.208134",0.37
12-28-2017 14:18:54,B25539,,"-22.90237","-43.299011",3
12-28-2017 14:18:54,B31039,498,"-22.829729","-43.27911",0
12-28-2017 14:18:54,C12513,2345,"-22.867073","-43.354977",0
12-28-2017 14:18:54,C30361,343,"-22.903971","-43.210331",30
12-28-2017 14:18:54,C47774,861,"-22.953119","-43.349789",0
12-28-2017 14:18:54,D53594,759,"-22.920679","-43.680561",0
12-28-2017 14:18:55,A29155,474,"-22.89599","-43.237",15
12-28-2017 14:18:56,B71107,455,"-22.90447","-43.24469",7.96
12-28-2017 14:18:57,A55065,102,"-22.98542","-43.204601",1
12-28-2017 14:18:57,B63094,919,"-22.80714","-43.36454",25
12-28-2017 14:18:57,C13037,812,"-22.8421","-43.505482",43
12-28-2017 14:18:57,C50045,302,"-22.901487","-43.208035",0
12-28-2017 14:18:58,C47768,,"-22.951679","-43.34866",0
12-28-2017 14:18:58,D12123,2383,"-22.86689","-43.257961",0
12-28-2017 14:18:59,B11692,669,"-22.861217","-43.369606",19.08
12-28-2017 14:18:59,C47778,861,"-22.95784","-43.341969",29
12-28-2017 14:19:00,C47523,,"-22.952749","-43.34882",0
12-28-2017 14:19:00,D17045,892,"-22.93821","-43.699829",28
12-28-2017 14:19:01,C47471,553,"-22.952789","-43.349949",0
12-28-2017 14:19:01,C47861,693,"-23.001869","-43.366871",0
12-28-2017 14:19:01,D13250,383,"-22.876141","-43.4202",0
12-28-2017 14:19:01,D86408,866,"-22.936029","-43.582794",56.67
12-28-2017 14:19:02,A48131,202,"-22.910051","-43.168381",8.52
12-28-2017 14:19:02,A72038,117,"-22.905544","-43.192558",7.04
12-28-2017 14:19:02,C30341,565,"-22.982479","-43.235439",55
12-28-2017 14:19:02,C47665,,"-22.95208","-43.348629",0
12-28-2017 14:19:02,C47865,861,"-22.952459","-43.350231",0
12-28-2017 14:19:03,A29110,275,"-22.90041","-43.17709",26
12-28-2017 14:19:03,B71117,239,"-22.920458","-43.21682",0.37
12-28-2017 14:19:03,D13379,,"-22.87532","-43.418812",0
12-28-2017 14:19:03,D86264,867,"-22.912685","-43.564308",22.78
12-28-2017 14:19:04,C41406,110,"-22.902565","-43.207958",0.19
12-28-2017 14:19:04,C47991,,"-22.952499","-43.34832",0
12-28-2017 14:19:05,B32735,687,"-22.88133","-43.287628",6
12-28-2017 14:19:06,A72026,410,"-22.968399","-43.221062",52.23
12-28-2017 14:19:06,B32620,944,"-22.816351","-43.394539",0
12-28-2017 14:19:06,D86249,838,"-22.910564","-43.564663",31.67
12-28-2017 14:19:07,C42513,667,"-22.899561","-43.280781",0
12-28-2017 14:19:07,C47954,2114,"-22.95293","-43.349991",0
12-28-2017 14:19:07,C82535,363,"-22.884844","-43.356365",0.19
12-28-2017 14:19:08,A72131,410,"-22.947342","-43.182163",40.19
12-28-2017 14:19:08,B10053,323,"-22.811977","-43.191994",31
12-28-2017 14:19:08,C30294,550,"-22.951731","-43.34827",0
12-28-2017 14:19:08,D86327,802,"-22.88541","-43.48518",27.97
12-28-2017 14:19:09,B27042,639,"-22.87015","-43.33836",0
12-28-2017 14:19:10,B32631,385,"-22.833","-43.384022",9
12-28-2017 14:19:10,B32642,615,"-22.88739","-43.286308",38
12-28-2017 14:19:10,B32745,946,"-22.881001","-43.28825",40
12-28-2017 14:19:10,D17057,841,"-22.89995","-43.55423",0
12-28-2017 14:19:11,C30283,876,"-22.95138","-43.348049",0
12-28-2017 14:19:11,C42526,607,"-22.882099","-43.32946",0
12-28-2017 14:19:11,D87020,366,"-22.91604","-43.60799",0
12-28-2017 14:19:12,B42659,650,"-22.860399","-43.3713",0
12-28-2017 14:19:13,C30068,550,"-22.98311","-43.237438",57
12-28-2017 14:19:13,D86090,884,"-23.023552","-43.547813",0
12-28-2017 14:19:14,C47815,692,"-23.00848","-43.366001",0
12-28-2017 14:19:14,C47843,862,"-22.95311","-43.349941",0
12-28-2017 14:19:14,D87879,,"-22.916901","-43.607319",0
12-28-2017 14:19:15,B82508,711,"-22.924232","-43.208935",0
12-28-2017 14:19:15,C30193,,"-22.95153","-43.348309",0
12-28-2017 14:19:16,A72049,410,"-22.930529","-43.186188",43.52
12-28-2017 14:19:16,B11570,778,"-22.807129","-43.3638",25
12-28-2017 14:19:16,C47956,2114,"-22.952129","-43.348209",0
12-28-2017 14:19:16,D13342,743,"-22.87645","-43.472481",32
12-28-2017 14:19:17,B25821,2251,"-22.90234","-43.280209",18
12-28-2017 14:19:17,B32756,386,"-22.82621","-43.406101",0
12-28-2017 14:19:17,B42590,277,"-22.859921","-43.355499",0
12-28-2017 14:19:17,B44641,638,"-22.853531","-43.376228",0
12-28-2017 14:19:18,A41279,462,"-22.971828","-43.20797",14.45
12-28-2017 14:19:18,B27012,629,"-22.825821","-43.332218",0
12-28-2017 14:19:18,B31129,906,"-22.810141","-43.329071",0
12-28-2017 14:19:18,B32649,342,"-22.816481","-43.394459",0
12-28-2017 14:19:19,A48182,415,"-22.90712","-43.174992",0.37
12-28-2017 14:19:19,B42664,457,"-22.88641","-43.300129",0
12-28-2017 14:19:19,D13182,731,"-22.87508","-43.46563",0
12-28-2017 14:19:19,D53650,369,"-22.87063","-43.456402",0
